ZIP,date_coe,STREET_NO,STREET_DIR,STREET,STREET_TYP,unit_no,Prop_type
97266,10/31/2013,10144,SE,HOLGATE,BLVD,NULL,Resid
97030,11/01/2013,833,NW,VICTORIA,AVE,NULL,Resid
97201,11/01/2013,2211,SW,1ST,AVE,803,Resid
97203,11/01/2013,4717,N,WILLAMETTE,BLVD,NULL,Resid
97206,11/01/2013,5635,SE,LAFAYETTE,ST,NULL,Resid
97211,11/01/2013,2423,NE,GOING,ST,NULL,Resid
97212,11/01/2013,3311,NE,29TH,AVE,NULL,Resid
97212,11/01/2013,3419,NE,35TH,PL,NULL,Resid
97230,11/01/2013,13611,NE,ROSE,PKWY,NULL,Resid
97239,11/01/2013,4108,SW,CORBETT,AVE,29,Resid
97239,11/01/2013,2050,SW,Mount Hood,LN,NULL,Resid
97080,11/04/2013,4500,SW,11TH,ST,NULL,Resid
97201,11/04/2013,1320,SW,HALL,ST,102,Resid
97202,11/04/2013,7715,SE,21ST,AVE,NULL,Resid
97206,11/04/2013,6206,SE,48TH,AVE,NULL,Resid
97206,11/04/2013,4827,SE,KELLY,ST,NULL,Resid
97236,11/04/2013,3040,SE,136TH,AVE,NULL,Resid
97266,11/04/2013,4306,SE,99TH,AVE,NULL,Resid
97030,11/05/2013,945,NW,4TH,ST,NULL,Resid
97035,11/05/2013,47,NULL,EAGLE CREST,DR,60,Resid
97202,11/05/2013,2209,SE,BYBEE,BLVD,NULL,Resid
97203,11/05/2013,4041,N,JUNEAU,ST,NULL,Resid
97209,11/05/2013,1260,NW,NAITO,PKWY,405,Resid
97266,11/05/2013,3808,SE,103RD,AVE,NULL,Resid
97266,11/05/2013,2551,SE,119TH,AVE,14,Resid
97203,11/06/2013,5200,N,PRINCETON,ST,NULL,Resid
97209,11/06/2013,333,NW,9TH,AVE,604,Resid
97215,11/06/2013,151,SE,52ND,AVE,NULL,Resid
97217,11/06/2013,7435,N,KERBY,AVE,NULL,Resid
97230,11/06/2013,636,NE,151ST,AVE,NULL,Resid
97233,11/06/2013,17570,SE,MILL,LOOP,NULL,Resid
97233,11/06/2013,18041,SE,MILL,ST,NULL,Resid
97266,11/06/2013,5126,SE,86TH,AVE,NULL,Resid
97206,11/07/2013,2636,SE,50TH,AVE,NULL,Resid
97206,11/07/2013,2605,SE,71ST,AVE,NULL,Resid
97206,11/07/2013,3709,SE,73RD,AVE,NULL,Resid
97211,11/07/2013,7116,NE,15TH,AVE,NULL,Resid
97214,11/07/2013,1640,SE,35TH,PL,NULL,Resid
97215,11/07/2013,7940,SE,STARK,ST,NULL,Comm
97218,11/07/2013,5020,NE,52ND,AVE,NULL,Resid
97231,11/07/2013,9420,NW,KAISER,RD,NULL,Resid
97236,11/07/2013,2849,SE,168TH,AVE,NULL,Resid
97239,11/07/2013,3015,SW,FLOWER,TER,NULL,Resid
97266,11/07/2013,5010,SE,108TH,AVE,NULL,Resid
97030,11/08/2013,1531,NE,HALE,PL,NULL,Resid
97035,11/08/2013,9,NULL,EAGLE CREST,DR,NULL,Resid
97206,11/08/2013,3610,SE,49TH,AVE,NULL,Resid
97206,11/08/2013,6621,SE,77TH,AVE,NULL,Resid
97206,11/08/2013,7724,SE,HOLGATE,BLVD,NULL,Resid
97209,11/08/2013,2015,NW,FLANDERS,ST,403,Resid
97213,11/08/2013,6119,NE,MILTON,ST,NULL,Resid
97216,11/08/2013,1415,SE,86TH,AVE,NULL,Resid
97216,11/08/2013,8803,SE,MILL,ST,NULL,Resid
97221,11/08/2013,3701,SW,38TH,AVE,NULL,Resid
97230,11/08/2013,3604,NE,140TH,AVE,NULL,Resid
97230,11/08/2013,14163,NE,Flanders,NULL,NULL,Resid
97231,11/08/2013,23716,NW,St. Helens,RD,NULL,Resid
97233,11/08/2013,12455,SE,LINCOLN,ST,NULL,Resid
97236,11/08/2013,12433,SE,BOISE,ST,4,Resid
97236,11/08/2013,16000,SE,POWELL,BLVD,18,Resid
97217,11/10/2013,2121,N,MCCLELLAN,ST,NULL,Resid
97202,11/11/2013,3668,SE,SCHILLER,ST,NULL,Resid
97209,11/11/2013,618,NW,12TH,AVE,314,Resid
97219,11/11/2013,4594,SW,CALDEW,ST,A,Resid
97030,11/12/2013,4712,W,POWELL,BLVD,234,Resid
97205,11/12/2013,1221,SW,10TH,AVE,308,Resid
97206,11/12/2013,4928,SE,HOLGATE,BLVD,NULL,Resid
97209,11/12/2013,311,NW,12TH,AVE,703,Resid
97209,11/12/2013,1714,NW,COUCH,ST,11,Resid
97209,11/12/2013,1260,NW,NAITO,PKWY,806,Resid
97210,11/12/2013,2944,NW,VERDE VISTA,TER,NULL,Resid
97212,11/12/2013,2147,NE,TILLAMOOK,ST,NULL,Resid
97213,11/12/2013,628,NE,43RD,AVE,NULL,Resid
97213,11/12/2013,6856,NE,SISKIYOU,ST,NULL,Resid
97239,11/12/2013,6491,SW,CAPITOL,HWY,NULL,Resid
97209,11/13/2013,1025,NW,COUCH,ST,818,Resid
97210,11/13/2013,1425,NW,22ND,AVE,4,Resid
97211,11/13/2013,5717,NE,30TH,AVE,NULL,Resid
97230,11/13/2013,16246,NE,EVERETT,CT,NULL,Resid
97232,11/13/2013,533,NE,HOLLADAY,ST,508,Resid
97206,11/14/2013,5048,SE,KNAPP,ST,NULL,Resid
97211,11/14/2013,5825,NE,29TH,AVE,NULL,Resid
97215,11/14/2013,334,SE,49TH,AVE,NULL,Resid
97221,11/14/2013,6129,SW,46TH,AVE,NULL,Resid
97239,11/14/2013,3601,SW,RIVER,PKWY,1806,Resid
97035,11/15/2013,98,NULL,GARIBALDI,ST,NULL,Resid
97202,11/15/2013,6800,SE,31ST,AVE,NULL,Resid
97202,11/15/2013,4039,SE,34th,AVE,NULL,Resid
97202,11/15/2013,2636,SE,CLINTON,ST,NULL,Resid
97203,11/15/2013,8705,N,DWIGHT,AVE,NULL,Resid
97203,11/15/2013,7026,N,IVANHOE,ST,NULL,Resid
97203,11/15/2013,7517,N,LEAVITT,AVE,6-Apr,Resid
97203,11/15/2013,9317,N,TRUMBULL,AVE,NULL,Resid
97206,11/15/2013,4707,SE,MITCHELL,ST,NULL,Resid
97209,11/15/2013,300,NW,8TH,AVE,903,Resid
97210,11/15/2013,2795,NW,UPSHUR,ST,D,Resid
97212,11/15/2013,4017,NE,8TH,AVE,NULL,Resid
97215,11/15/2013,1316,SE,52ND,AVE,NULL,Resid
97216,11/15/2013,1304,SE,84TH,AVE,NULL,Resid
97216,11/15/2013,8329,SE,CLAY,ST,NULL,Resid
97219,11/15/2013,2133,SW,ARNOLD,ST,NULL,Resid
97219,11/15/2013,6410,SW,ASH CREEK,DR,NULL,Resid
97220,11/15/2013,12122,NE,FREMONT,ST,NULL,Resid
97230,11/15/2013,3190,NE,126TH,CT,NULL,Resid
97230,11/15/2013,14130,NE,EUGENE,CT,NULL,Resid
97239,11/15/2013,5111,SW,CORBETT,AVE,#J,Resid
97266,11/15/2013,5715,SE,115TH,AVE,NULL,Resid
97202,11/18/2013,3535,SE,GLADSTONE,ST,10,Resid
97202,11/18/2013,1403,SE,KNIGHT,ST,NULL,Resid
97211,11/18/2013,4813,NE,21ST,AVE,NULL,Resid
97211,11/18/2013,4409,NE,MALLORY,AVE,NULL,Resid
97211,11/18/2013,541,NE,SOUTH SHORE,RD,NULL,Resid
97217,11/18/2013,8722,N,CHASE,AVE,NULL,Resid
97219,11/18/2013,7180,SW,NEVADA,TER,NULL,Resid
97206,11/19/2013,7123,SE,MALL,ST,NULL,Resid
97212,11/19/2013,3323,NE,14TH,AVE,NULL,Resid
97217,11/19/2013,2914,N,BALDWIN,ST,NULL,Resid
97035,11/20/2013,45,NULL,EAGLE CREST,DR,409,Resid
97202,11/20/2013,4424,SE,30TH,AVE,NULL,Resid
97202,11/20/2013,1135,SE,BIDWELL,ST,NULL,Resid
97202,11/20/2013,5931,SE,MILWAUKIE,AVE,7,Resid
97206,11/20/2013,2715,SE,77TH,AVE,NULL,Resid
97206,11/20/2013,5655,SE,HAROLD,ST,NULL,Resid
97206,11/20/2013,4228,SE,HOLGATE,BLVD,NULL,Resid
97209,11/20/2013,408,NW,12TH,AVE,606,Resid
97209,11/20/2013,1260,NW,NAITO,PKWY,801,Resid
97211,11/20/2013,5045,NE,GARFIELD,AVE,NULL,Resid
97221,11/20/2013,5005,SW,MITCHELL,ST,7,Resid
97236,11/20/2013,13926,SE,BUSH,ST,NULL,Resid
97239,11/20/2013,3284,SW,FAIRMOUNT,BLVD,NULL,Resid
97239,11/20/2013,23,SW,HAMILTON,ST,NULL,Resid
97239,11/20/2013,5433,SW,VIEW POINT,TER,NULL,Resid
97202,11/21/2013,4503,SE,36TH,PL,NULL,Resid
97203,11/21/2013,7114,N,JERSEY,ST,NULL,Resid
97205,11/21/2013,2323,SW,PARK,PL,802,Resid
97209,11/21/2013,949,NW,OVERTON,ST,1306,Resid
97212,11/21/2013,3043,NE,35TH,AVE,NULL,Resid
97213,11/21/2013,1545,NE,50TH,AVE,NULL,Resid
97214,11/21/2013,2313,SE,SHERMAN,ST,NULL,Resid
97219,11/21/2013,6450,SW,ORCHID,ST,NULL,Resid
97220,11/21/2013,10345,NE,CLACKAMAS,ST,9,Resid
97229,11/21/2013,10249,NW,ENGLEMAN,ST,NULL,Resid
97233,11/21/2013,211,SE,126TH,AVE,8,Resid
97266,11/21/2013,11920,SE,LIEBE,ST,NULL,Resid
97035,11/22/2013,143,NULL,OSWEGO SMT,NULL,NULL,Resid
97080,11/22/2013,28022,SE,ORIENT,DR,NULL,Resid
97201,11/22/2013,1104,SW,COLUMBIA,ST,202,Resid
97202,11/22/2013,6606,SE,21ST,AVE,NULL,Resid
97202,11/22/2013,4410,SE,25TH,AVE,NULL,Resid
97202,11/22/2013,2944,SE,TIBBETTS,ST,NULL,Resid
97206,11/22/2013,6662,SE,FLAVEL,ST,NULL,Resid
97213,11/22/2013,3162,NE,72ND,AVE,NULL,Resid
97213,11/22/2013,2253,NE,81st,AVE,NULL,Resid
97214,11/22/2013,1504,SE,MAIN,ST,NULL,Resid
97217,11/22/2013,429,N,Bridgeton,RD,#10,Resid
97217,11/22/2013,6906,N,DENVER,AVE,NULL,Resid
97218,11/22/2013,5948,NE,55TH,AVE,NULL,Resid
97218,11/22/2013,4429,NE,80TH,AVE,NULL,Resid
97220,11/22/2013,10345,NE,CLACKAMAS,ST,5,Resid
97229,11/22/2013,9637,NW,SILVER RIDGE,LOOP,NULL,Resid
97231,11/22/2013,9177,NW,GERMANTOWN,RD,13,Resid
97266,11/22/2013,6323,SE,83RD,AVE,NULL,Resid
97024,11/25/2013,20445,NE,SANDY,BLVD,NULL,Resid
97030,11/25/2013,1151,NE,GREENWAY,DR,NULL,Resid
97080,11/25/2013,3236,SW,BELLA VISTA,AVE,NULL,Resid
97211,11/25/2013,4505,NE,24TH,AVE,NULL,Resid
97211,11/25/2013,5805,NE,32ND,PL,NULL,Resid
97212,11/25/2013,2926,NE,8TH,AVE,NULL,Resid
97214,11/25/2013,1126,SE,LINCOLN,ST,NULL,Resid
97215,11/25/2013,1814,SE,57TH,AVE,NULL,Resid
97217,11/25/2013,7315,N,GREENWICH,AVE,NULL,Resid
97239,11/25/2013,6635,SW,34TH,AVE,NULL,Resid
97080,11/26/2013,6100,SE,LUSTED,RD,NULL,Resid
97202,11/26/2013,6410,SE,32ND,AVE,NULL,Resid
97206,11/26/2013,2702,SE,81ST,AVE,NULL,Comm
97206,11/26/2013,2702,SE,81ST,AVE,NULL,Resid
97212,11/26/2013,2926,NE,RODNEY,AVE,NULL,Resid
97220,11/26/2013,10810,NE,KLICKITAT,ST,NULL,Resid
97229,11/26/2013,3042,NW,Montara,LOOP,NULL,Resid
97239,11/26/2013,3570,SW,RIVER,PKWY,1107,Resid
97266,11/26/2013,2525,SE,118TH,AVE,NULL,Resid
97266,11/26/2013,6832,SE,84TH,AVE,NULL,Resid
97080,11/27/2013,36,SW,BIRDSDALE,DR,NULL,Resid
97203,11/27/2013,6815,N,SMITH,ST,NULL,Resid
97205,11/27/2013,2393,SW,PARK,PL,106,Resid
97206,11/27/2013,6115,SE,LEXINGTON,ST,NULL,Resid
97209,11/27/2013,410,NW,18TH,AVE,402,Resid
97209,11/27/2013,1125,NW,9TH,AVE,204,Resid
97209,11/27/2013,1025,NW,COUCH,ST,811,Resid
97210,11/27/2013,2351,NW,WESTOVER,RD,405,Resid
97219,11/27/2013,6108,SW,ALFRED,ST,NULL,Resid
97220,11/27/2013,10334,NE,SIMPSON,ST,NULL,Resid
97220,11/27/2013,10334,NE,SIMPSON,ST,NULL,Comm
97230,11/27/2013,904,NE,155TH,AVE,NULL,Resid
97230,11/27/2013,12435,NE,OREGON,ST,NULL,Resid
97266,11/27/2013,10011,SE,RAMONA,ST,NULL,Resid
97209,11/29/2013,20,NW,16TH,AVE,107,Resid
97035,12/01/2013,10740,NW,CORNELIUS,NULL,NULL,Resid
97206,12/02/2013,4508,SE,59TH,AVE,NULL,Resid
97215,12/02/2013,1534,SE,59TH,AVE,NULL,Resid
97216,12/02/2013,12024,SE,PINE,NULL,NULL,Resid
97217,12/02/2013,2622,N,WATTS,ST,NULL,Resid
97229,12/02/2013,3537,NW,CHAPIN,DR,NULL,Resid
97232,12/02/2013,1509,NE,10TH,AVE,301,Resid
97030,12/03/2013,900,NE,FRANCIS,AVE,4,Resid
97201,12/03/2013,111,SW,HARRISON,ST,5B,Resid
97212,12/03/2013,3632,NE,36TH,AVE,NULL,Resid
97213,12/03/2013,2517,NE,62ND,AVE,NULL,Resid
97217,12/03/2013,2113,N,SCHOFIELD,ST,NULL,Resid
97220,12/03/2013,11339,NE,SAN RAFAEL,ST,NULL,Resid
97239,12/03/2013,404,SW,DAKOTA,ST,NULL,Resid
97239,12/03/2013,5007,SW,VIEW POINT,TER,NULL,Resid
97035,12/04/2013,15,NULL,SUMMIT RIDGE,CT,NULL,Resid
97080,12/04/2013,4580,SW,11TH,ST,NULL,Resid
97203,12/04/2013,7923,N,GLOUCESTER,AVE,NULL,Resid
97230,12/04/2013,18815,NE,CLACKAMAS,ST,NULL,Resid
97231,12/04/2013,17557,NW,Sauvie Island,RD,#45,Resid
97232,12/04/2013,411,NE,LADDINGTON,CT,NULL,Resid
97211,12/05/2013,1015,NE,EMERSON,ST,NULL,Resid
97230,12/05/2013,14169,NE,Flanders,NULL,NULL,Resid
97239,12/05/2013,5050,SW,LANDING,DR,304,Resid
97035,12/06/2013,47,NULL,EAGLE CREST,DR,C31,Resid
97060,12/06/2013,810,E,HIST COLUMBIA RIVER,HWY,NULL,Resid
97201,12/06/2013,2211,SW,1ST,AVE,505,Resid
97201,12/06/2013,1710,SW,HARBOR,WAY,401,Resid
97206,12/06/2013,5005,SE,STEELE,ST,NULL,Resid
97209,12/06/2013,1926,W,BURNSIDE,ST,1216,Resid
97211,12/06/2013,4633,NE,29TH,AVE,NULL,Resid
97212,12/06/2013,2547,NE,21ST,AVE,NULL,Resid
97213,12/06/2013,3217,NE,78TH,AVE,NULL,Resid
97217,12/06/2013,243,N,HAYDEN BAY,DR,243,Resid
97217,12/06/2013,7226,N,VANCOUVER,AVE,NULL,Resid
97220,12/06/2013,2915,NE,ROCKY BUTTE,RD,NULL,Resid
97236,12/06/2013,3715,SE,136th,AVE,NULL,Resid
97060,12/09/2013,2627,SE,EVANS,AVE,NULL,Resid
97201,12/09/2013,255,SW,HARRISON,ST,6A,Resid
97203,12/09/2013,7326,N,PRINCETON,ST,NULL,Resid
97206,12/09/2013,6409,SE,71ST,AVE,NULL,Resid
97214,12/09/2013,702,SE,33RD,AVE,14,Resid
97220,12/09/2013,12045,NE,RUSSELL,ST,NULL,Resid
97236,12/09/2013,2619,SE,165TH,AVE,NULL,Resid
97206,12/10/2013,5420,SE,HARNEY,DR,NULL,Resid
97206,12/10/2013,6425,SE,LAMBERT,ST,NULL,Resid
97209,12/10/2013,333,NW,9TH,AVE,1312,Resid
97209,12/10/2013,1830,NW,RIVERSCAPE,ST,501,Resid
97210,12/10/2013,2442,NW,WESTOVER,RD,202,Resid
97211,12/10/2013,3837,NE,SUMNER,ST,NULL,Resid
97236,12/10/2013,2738,SE,138TH,AVE,118,Resid
97201,12/11/2013,1500,SW,PARK,AVE,312,Resid
97205,12/11/2013,1221,SW,10TH,AVE,1704,Resid
97206,12/11/2013,6112,SE,49TH,AVE,NULL,Resid
97209,12/11/2013,1314,NW,IRVING,ST,708,Resid
97212,12/11/2013,2521,NE,38TH,AVE,NULL,Resid
97213,12/11/2013,1300,NE,68TH,AVE,2,Resid
97220,12/11/2013,215,NE,108TH,AVE,NULL,Resid
97230,12/11/2013,15715,NE,BEECH,ST,4B,Resid
97266,12/11/2013,11212,SE,INSLEY,ST,NULL,Resid
97212,12/12/2013,3214,NE,32ND,PL,NULL,Resid
97216,12/12/2013,37,SE,83RD,AVE,NULL,Resid
97219,12/12/2013,2518,SW,MARIGOLD,ST,NULL,Resid
97233,12/12/2013,17049,SE,PINE,ST,NULL,Resid
97236,12/12/2013,3930,SE,162ND,AVE,#13,Resid
97024,12/13/2013,21792,NE,LARKSPUR,LN,NULL,Resid
97201,12/13/2013,111,SW,HARRISON,ST,6G,Resid
97201,12/13/2013,1609,SW,MONTGOMERY,ST,NULL,Resid
97201,12/13/2013,1611,SW,MONTGOMERY,ST,NULL,Resid
97201,12/13/2013,1613,SW,MONTGOMERY,ST,NULL,Resid
97201,12/13/2013,1615,SW,MONTGOMERY,ST,NULL,Resid
97201,12/13/2013,1617,SW,MONTGOMERY,ST,NULL,Resid
97201,12/13/2013,1619,SW,MONTGOMERY,ST,NULL,Resid
97201,12/13/2013,1621,SW,MONTGOMERY,ST,NULL,Resid
97201,12/13/2013,1623,SW,MONTGOMERY,ST,NULL,Resid
97206,12/13/2013,7121,SE,MITCHELL,ST,NULL,Resid
97212,12/13/2013,2013,NE,10TH,AVE,C,Resid
97212,12/13/2013,1730,NE,SISKIYOU,ST,NULL,Resid
97213,12/13/2013,3815,NE,68TH,AVE,NULL,Resid
97213,12/13/2013,4815,NE,COUCH,ST,NULL,Resid
97215,12/13/2013,145,SE,52ND,AVE,NULL,Resid
97220,12/13/2013,10345,NE,CLACKAMAS,ST,11,Resid
97030,12/16/2013,840,NW,Wallula,NULL,NULL,Resid
97035,12/16/2013,3433,NULL,MCNARY,PKWY,405,Resid
97080,12/16/2013,7035,SE,COTTRELL,RD,NULL,Resid
97201,12/16/2013,3431,SW,BRENTWOOD,DR,NULL,Resid
97203,12/16/2013,7212,N,PORTSMOUTH,AVE,NULL,Resid
97209,12/16/2013,1310,NW,NAITO,PKWY,707,Resid
97210,12/16/2013,1433,NW,22ND,AVE,2,Resid
97210,12/16/2013,2350,NW,SAVIER,ST,328,Resid
97212,12/16/2013,905,N,harbour,DR,21,Resid
97215,12/16/2013,707,SE,46TH,AVE,NULL,Resid
97217,12/16/2013,425,N,MASON,ST,NULL,Resid
97220,12/16/2013,10814,NE,SHAVER,ST,NULL,Resid
97233,12/16/2013,2108,SE,148TH,PL,NULL,Resid
97202,12/17/2013,7538,SE,29TH,AVE,NULL,Resid
97202,12/17/2013,3535,SE,RAYMOND,ST,NULL,Resid
97203,12/17/2013,7124,N,RICHMOND,AVE,NULL,Resid
97203,12/17/2013,9250,N,SAINT JOHNS,AVE,NULL,Resid
97213,12/17/2013,3225,NE,64TH,AVE,NULL,Resid
97213,12/17/2013,6734,NE,ALAMEDA,ST,NULL,Resid
97217,12/17/2013,1338,N,KILPATRICK,ST,NULL,Resid
97219,12/17/2013,3895,SW,CANBY,ST,NULL,Resid
97221,12/17/2013,4146,SW,BANCROFT,ST,NULL,Resid
97230,12/17/2013,18526,NE,WASCO,ST,NULL,Resid
97232,12/17/2013,1804,NE,HALSEY,ST,NULL,Resid
97230,12/18/2013,3511,NE,141ST,AVE,NULL,Resid
97236,12/18/2013,3718,SE,166TH,PL,NULL,Resid
97206,12/19/2013,7477,SE,52ND,AVE,NULL,Comm
97215,12/19/2013,7511,SE,MARKET,ST,NULL,Resid
97219,12/19/2013,6730,SW,11TH,DR,NULL,Resid
97227,12/19/2013,4027,N,MICHIGAN,AVE,NULL,Resid
97227,12/19/2013,2752,N,WILLIAMS,AVE,NULL,Comm
97236,12/19/2013,2739,SE,174TH,AVE,NULL,Resid
97266,12/19/2013,2645,SE,111TH,AVE,NULL,Resid
97080,12/20/2013,3155,SE,OSPREY,AVE,NULL,Resid
97201,12/20/2013,2221,SW,1ST,AVE,1624,Resid
97202,12/20/2013,8871,SE,13TH,AVE,NULL,Resid
97202,12/20/2013,3945,SE,CLINTON,ST,NULL,Resid
97203,12/20/2013,9035,N,NEW YORK,AVE,NULL,Resid
97203,12/20/2013,9646,N,WILLAMETTE,BLVD,NULL,Resid
97209,12/20/2013,937,NW,GLISAN,ST,835,Resid
97216,12/20/2013,40,SE,106TH,AVE,NULL,Resid
97218,12/20/2013,4545,NE,78TH,PL,NULL,Resid
97230,12/20/2013,412,NE,134TH,PL,NULL,Resid
97230,12/20/2013,238,NE,157TH,AVE,NULL,Resid
97230,12/20/2013,2241,NE,158TH,AVE,NULL,Resid
97230,12/20/2013,14641,NE,HANCOCK,ST,NULL,Resid
97236,12/20/2013,6105,SE,138TH,PL,NULL,Resid
97239,12/20/2013,3220,SW,FAIRMOUNT,BLVD,NULL,Resid
97256,12/20/2013,26400,NW,St.Helens,RD,Sp 9,Resid
97030,12/23/2013,561,NE,30TH,DR,NULL,Resid
97060,12/23/2013,23621,NE,ARATA,RD,NULL,Resid
97080,12/23/2013,200,SW,FLORENCE,AVE,H6,Resid
97201,12/23/2013,2205,SW,21ST,AVE,NULL,Resid
97201,12/23/2013,1535,SW,CLAY,ST,231,Resid
97201,12/23/2013,305,SW,MONTGOMERY,ST,302,Resid
97202,12/23/2013,3207,SE,36TH,AVE,NULL,Resid
97206,12/23/2013,4543,SE,HARNEY,DR,NULL,Resid
97209,12/23/2013,1260,NW,NAITO,PKWY,208,Resid
97211,12/23/2013,4811,NE,CLEVELAND,AVE,NULL,Resid
97211,12/23/2013,8,NE,KILLINGSWORTH,ST,NULL,Comm
97211,12/23/2013,4820,NE,RODNEY,AVE,NULL,Resid
97213,12/23/2013,1514,NE,73RD,AVE,NULL,Resid
97213,12/23/2013,25,NE,74TH,AVE,NULL,Resid
97217,12/23/2013,5705,N,OMAHA,AVE,NULL,Resid
97218,12/23/2013,4731,NE,77TH,AVE,NULL,Resid
97266,12/23/2013,9837,SE,CORA,ST,NULL,Resid
97030,12/24/2013,1252,NE,PALMBLAD,DR,1001,Resid
97202,12/24/2013,4930,SE,37TH,AVE,NULL,Resid
97209,12/24/2013,1260,NW,NAITO,PKWY,1002,Resid
97211,12/24/2013,3625,NE,ROSA PARKS,WAY,NULL,Resid
97233,12/24/2013,544,SE,174TH,AVE,NULL,Resid
97236,12/24/2013,3713,SE,153RD,AVE,NULL,Resid
97201,12/26/2013,980,SW,BROADWAY,DR,NULL,Resid
97203,12/26/2013,7456,N,NEWMAN,AVE,NULL,Resid
97213,12/26/2013,2934,NE,60TH,AVE,NULL,Resid
97215,12/26/2013,1207,SE,56th,AVE,NULL,Resid
97233,12/26/2013,12514,SE,STARK,ST,A,Resid
97236,12/26/2013,3260,SE,129TH,AVE,NULL,Resid
97030,12/27/2013,23546,SE,OAK,ST,NULL,Resid
97202,12/27/2013,525,SE,MARION,ST,9,Resid
97206,12/27/2013,6412,SE,65TH,AVE,NULL,Resid
97206,12/27/2013,7224,SE,65TH,AVE,NULL,Resid
97212,12/27/2013,2013,NE,10TH,AVE,E,Resid
97213,12/27/2013,4424,NE,GLISAN,ST,NULL,Comm
97214,12/27/2013,3727,SE,TAYLOR,ST,NULL,Resid
97217,12/27/2013,1531,N,COLFAX,ST,NULL,Resid
97218,12/27/2013,4616,NE,SKIDMORE,ST,NULL,Resid
97219,12/27/2013,149,SW,RIDGE,DR,NULL,Resid
97233,12/27/2013,2222,SE,152ND,AVE,NULL,Resid
97206,12/28/2013,2512,SE,58TH,AVE,NULL,Resid
97213,12/29/2013,3304,NE,50TH,AVE,NULL,Resid
97201,12/30/2013,1616,SW,HAWTHORNE,TER,NULL,Resid
97201,12/30/2013,653,SW,SHERMAN,ST,NULL,Resid
97201,12/30/2013,655,SW,SHERMAN,ST,NULL,Resid
97202,12/30/2013,6703,SE,18TH,AVE,NULL,Resid
97202,12/30/2013,4434,SE,34TH,AVE,NULL,Resid
97205,12/30/2013,1221,SW,10TH,AVE,714,Resid
97206,12/30/2013,5349,SE,LAMBERT,ST,NULL,Resid
97209,12/30/2013,1400,NW,IRVING,ST,708,Resid
97209,12/30/2013,1310,NW,NAITO,PKWY,203,Resid
97209,12/30/2013,949,NW,OVERTON,ST,1208,Resid
97216,12/30/2013,2300,SE,82ND,AVE,#17,Resid
97217,12/30/2013,1007,N,JARRETT,ST,NULL,Resid
97218,12/30/2013,4203,NE,54TH,AVE,NULL,Resid
97019,12/31/2013,45900,E,HAINES,RD,NULL,Resid
97024,12/31/2013,1235,NE,201ST,AVE,NULL,Resid
97030,12/31/2013,2622,SE,185TH,AVE,NULL,Resid
97080,12/31/2013,780,SE,19TH,ST,NULL,Resid
97202,12/31/2013,4133,SE,LIEBE,ST,NULL,Resid
97203,12/31/2013,4706,N,LOMBARD,ST,NULL,Resid
97203,12/31/2013,4706,N,LOMBARD,ST,NULL,Comm
97206,12/31/2013,5509,SE,67TH,AVE,NULL,Resid
97206,12/31/2013,8026,SE,DIVISION,ST,NULL,Resid
97206,12/31/2013,5218,SE,LONG,ST,NULL,Resid
97213,12/31/2013,524,NE,71ST,AVE,NULL,Resid
97214,12/31/2013,2621,SE,Yamhill,ST,NULL,Resid
97217,12/31/2013,8234,N,FOWLER,AVE,NULL,Resid
97219,12/31/2013,7929,SW,40TH,AVE,N,Resid
97233,12/31/2013,2250,SE,141ST,AVE,NULL,Resid
97233,12/31/2013,1274,SE,182ND,AVE,NULL,Comm
97080,01/01/2014,3001,SE,CONDOR,AVE,NULL,Resid
97236,01/01/2014,15726,SE,FRANKLIN,ST,NULL,Resid
97202,01/02/2014,790,SE,WEBBER,ST,308,Resid
97209,01/02/2014,1025,NW,COUCH,ST,519,Resid
97213,01/02/2014,5720,NE,BEECH,ST,NULL,Resid
97232,01/02/2014,621,NE,HAZELFERN,PL,NULL,Resid
97236,01/02/2014,3030,SE,176TH,PL,NULL,Resid
97210,01/03/2014,2213,NW,PETTYGROVE,ST,NULL,Resid
97212,01/03/2014,1718,NE,11TH,AVE,307,Resid
97236,01/03/2014,6419,SE,137TH,AVE,NULL,Resid
97035,01/06/2014,5117,SW,macadam,NULL,NULL,Comm
97060,01/06/2014,1007,SW,20TH,WAY,NULL,Resid
97080,01/06/2014,2060,SW,BUTLER,RD,NULL,Resid
97212,01/06/2014,302,NE,FREMONT,ST,NULL,Resid
97217,01/06/2014,707,N,HAYDEN ISLAND,DR,411,Resid
97219,01/06/2014,10717,SW,49TH,AVE,NULL,Resid
97030,01/07/2014,2290,NW,8TH,CT,NULL,Resid
97202,01/07/2014,3948,SE,BROOKLYN,ST,NULL,Resid
97206,01/07/2014,7630,SE,DUKE,ST,NULL,Resid
97219,01/07/2014,9629,SW,42ND,AVE,NULL,Resid
97209,01/08/2014,1260,NW,NAITO,PKWY,603,Resid
97209,01/08/2014,949,NW,OVERTON,NULL,1308,Resid
97217,01/08/2014,468,N,HAYDEN BAY,DR,NULL,Resid
97239,01/08/2014,3418,SW,14TH,AVE,NULL,Resid
97030,01/09/2014,21110,SE,SALMON,ST,NULL,Resid
97230,01/09/2014,1202,NE,188TH,PL,NULL,Resid
97230,01/09/2014,14330,NE,BEECH,ST,NULL,Resid
97266,01/09/2014,2805,SE,103RD,AVE,NULL,Resid
